Date,Price,Open,High,Low,Vol.,Change %
27-Aug-13,"13,542.37",13551.75,"13,678.79","13,517.10",116.78K,-0.69%
26-Aug-13,"13,636.28",13719.56,"13,741.49","13,586.84",104.11K,-0.18%
23-Aug-13,"13,660.55",13583.76,"13,774.66","13,575.40",164.25K,2.21%
22-Aug-13,"13,365.17",13314.05,"13,447.33","13,238.73",133.21K,-0.44%
21-Aug-13,"13,424.33",13431.28,"13,499.99","13,250.36",148.26K,0.21%
20-Aug-13,"13,396.38",13632.96,"13,730.09","13,383.18",138.03K,-2.63%
19-Aug-13,"13,758.13",13669.74,"13,758.13","13,589.78",96.94K,0.79%
16-Aug-13,"13,650.11",13532.61,"13,739.52","13,532.61",129.56K,-0.75%
15-Aug-13,"13,752.94",13845.64,"13,981.16","13,711.12",137.82K,-2.12%
14-Aug-13,"14,050.16",13936.74,"14,050.16","13,747.18",152.59K,1.32%
13-Aug-13,"13,867.00",13696.36,"13,867.00","13,689.49",126.11K,2.57%
12-Aug-13,"13,519.43",13469.7,"13,658.86","13,430.64",117.73K,-0.70%
9-Aug-13,"13,615.19",13673.49,"13,754.96","13,527.81",159.15K,0.07%
8-Aug-13,"13,605.56",13779.47,"14,031.14","13,556.65",167.70K,-1.59%
7-Aug-13,"13,824.94",14155.95,"14,164.70","13,824.94",178.50K,-4.00%
6-Aug-13,"14,401.06",14237.1,"14,401.06","14,031.61",153.96K,1.00%
5-Aug-13,"14,258.04",14318.21,"14,370.98","14,225.50",134.07K,-1.44%
2-Aug-13,"14,466.16",14178.66,"14,466.16","14,146.92",193.49K,3.29%
1-Aug-13,"14,005.77",13674.5,"14,005.77","13,645.61",195.68K,2.47%
31-Jul-13,"13,668.32",13733.55,"13,836.03","13,644.21",186.50K,-1.45%
30-Jul-13,"13,869.82",13634.2,"13,909.45","13,613.78",183.40K,1.53%
29-Jul-13,"13,661.13",13899.27,"13,953.85","13,661.13",184.66K,-3.32%
26-Jul-13,"14,129.98",14339.39,"14,376.01","14,114.52",196.05K,-2.97%
25-Jul-13,"14,562.93",14747.21,"14,748.77","14,533.21",158.22K,-1.14%
24-Jul-13,"14,731.28",14719.64,"14,751.87","14,630.68",143.03K,-0.32%
23-Jul-13,"14,778.51",14555.36,"14,820.18","14,549.06",163.07K,0.82%
22-Jul-13,"14,658.04",14770.02,"14,770.02","14,514.29",177.47K,0.47%
19-Jul-13,"14,589.91",14909.76,"14,953.29","14,413.28",269.39K,-1.48%
18-Jul-13,"14,808.50",14645.25,"14,827.73","14,645.25",191.29K,1.32%
17-Jul-13,"14,615.04",14491.8,"14,615.04","14,460.56",247.68K,0.11%
16-Jul-13,"14,599.12",14594.88,"14,638.80","14,550.89",186.07K,0.64%
12-Jul-13,"14,506.25",14475.17,"14,574.17","14,417.30",184.91K,0.23%
11-Jul-13,"14,472.58",14275.26,"14,496.67","14,275.26",167.49K,0.39%
10-Jul-13,"14,416.60",14464.82,"14,555.33","14,287.69",178.17K,-0.39%
9-Jul-13,"14,472.90",14295.44,"14,472.90","14,186.03",197.56K,2.58%
8-Jul-13,"14,109.34",14491.07,"14,497.65","14,109.34",220.49K,-1.40%
5-Jul-13,"14,309.97",14150.85,"14,309.97","14,149.50",179.37K,2.08%
4-Jul-13,"14,018.93",13970.27,"14,093.02","13,962.30",143.59K,-0.26%
3-Jul-13,"14,055.56",14149.99,"14,164.77","13,984.08",200.62K,-0.31%
2-Jul-13,"14,098.74",13969.15,"14,098.74","13,898.54",214.13K,1.78%
1-Jul-13,"13,852.50",13746.72,"13,862.71","13,562.70",172.27K,1.28%
28-Jun-13,"13,677.32",13383.92,"13,724.44","13,354.70",234.42K,3.51%
27-Jun-13,"13,213.55",12968.72,"13,213.55","12,873.50",182.42K,2.96%
26-Jun-13,"12,834.01",13152.75,"13,189.84","12,826.51",173.37K,-1.04%
25-Jun-13,"12,969.34",13081.62,"13,234.89","12,758.22",199.15K,-0.72%
24-Jun-13,"13,062.78",13417.54,"13,426.13","13,026.23",162.53K,-1.26%
21-Jun-13,"13,230.13",12787.87,"13,330.35","12,702.67",240.98K,1.66%
20-Jun-13,"13,014.58",13101.85,"13,190.82","12,966.41",200.68K,-1.74%
19-Jun-13,"13,245.22",13233.08,"13,296.62","13,107.65",201.91K,1.83%
18-Jun-13,"13,007.28",13015.15,"13,139.48","12,919.03",158.74K,-0.20%
17-Jun-13,"13,033.12",12584.37,"13,033.12","12,549.82",171.87K,2.73%
14-Jun-13,"12,686.52",12668.9,"12,900.65","12,629.31",278.20K,1.94%
13-Jun-13,"12,445.38",13038.02,"13,050.11","12,415.85",240.88K,-6.35%
12-Jun-13,"13,289.32",13087.66,"13,332.72","12,994.08",205.51K,-0.21%
11-Jun-13,"13,317.62",13504.77,"13,584.31","13,296.31",260.16K,-1.45%
10-Jun-13,"13,514.20",13141.85,"13,514.20","13,141.37",241.39K,4.94%
7-Jun-13,"12,877.53",12706.41,"13,106.20","12,548.20",324.45K,-0.21%
6-Jun-13,"12,904.02",12925.29,"13,238.53","12,862.02",313.95K,-0.85%
5-Jun-13,"13,014.87",13566.75,"13,711.42","13,011.16",303.70K,-3.83%
4-Jun-13,"13,533.76",13186.6,"13,610.25","13,060.94",378.25K,2.05%
3-Jun-13,"13,261.82",13551.36,"13,562.87","13,261.82",282.27K,-3.72%
31-May-13,"13,774.54",13804.23,"13,916.56","13,681.39",280.50K,1.37%
30-May-13,"13,589.03",14072.9,"14,098.16","13,555.66",321.60K,-5.15%
29-May-13,"14,326.46",14492.55,"14,512.28","14,243.49",297.03K,0.10%
28-May-13,"14,311.98",13943.62,"14,399.78","13,943.62",336.27K,1.20%
27-May-13,"14,142.65",14373.82,"14,381.28","14,027.42",307.39K,-3.22%
24-May-13,"14,612.45",14731.75,"15,007.50","13,981.52",461.18K,0.89%
23-May-13,"14,483.98",15739.98,"15,942.60","14,483.98",595.18K,-7.32%
22-May-13,"15,627.26",15440.69,"15,706.63","15,432.64",476.84K,1.60%
21-May-13,"15,381.02",15264.79,"15,388.37","15,264.42",514.11K,0.13%
20-May-13,"15,360.81",15260.61,"15,381.74","15,245.80",368.09K,1.47%
17-May-13,"15,138.12",14926.42,"15,157.32","14,902.30",314.47K,0.67%
16-May-13,"15,037.24",15146.05,"15,155.72","14,879.51",375.11K,-0.39%
15-May-13,"15,096.03",14962.34,"15,108.83","14,956.38",435.01K,2.29%
14-May-13,"14,758.42",14822.56,"14,839.79","14,755.08",304.67K,-0.16%
13-May-13,"14,782.21",14759.5,"14,849.01","14,727.70",387.21K,1.20%
10-May-13,"14,607.54",14449.24,"14,636.81","14,426.74",312.49K,2.93%
9-May-13,"14,191.48",14366.95,"14,409.82","14,191.48",268.31K,-0.66%
8-May-13,"14,285.69",14196.2,"14,421.38","14,186.83",252.60K,0.74%
7-May-13,"14,180.24",13960.04,"14,196.38","13,951.81",217.24K,3.55%
2-May-13,"13,694.04",13727.25,"13,780.48","13,637.96",179.92K,-0.76%
1-May-13,"13,799.35",13837.72,"13,844.82","13,782.00",185.42K,-0.44%
30-Apr-13,"13,860.86",13854.82,"13,897.06","13,778.75",237.55K,-0.17%
26-Apr-13,"13,884.13",13978.98,"13,983.87","13,852.20",248.30K,-0.30%
25-Apr-13,"13,926.08",13887.53,"13,974.26","13,827.96",294.48K,0.60%
24-Apr-13,"13,843.46",13687.28,"13,843.46","13,686.78",307.45K,2.32%
23-Apr-13,"13,529.65",13545.6,"13,585.35","13,505.53",240.21K,-0.29%
22-Apr-13,"13,568.37",13537.17,"13,611.58","13,529.44",246.23K,1.89%
19-Apr-13,"13,316.48",13268.43,"13,338.75","13,186.89",236.01K,0.73%
18-Apr-13,"13,220.07",13272.22,"13,377.74","13,200.85",304.97K,-1.22%
17-Apr-13,"13,382.89",13330.5,"13,397.50","13,318.69",277.44K,1.22%
16-Apr-13,"13,221.44",13023.91,"13,312.23","13,004.46",321.61K,-0.41%
15-Apr-13,"13,275.66",13345.86,"13,408.29","13,257.86",321.04K,-1.55%
12-Apr-13,"13,485.14",13568.25,"13,568.25","13,402.86",351.97K,-0.47%
11-Apr-13,"13,549.16",13444.95,"13,549.16","13,384.11",368.49K,1.96%
10-Apr-13,"13,288.13",13177.31,"13,325.15","13,177.31",359.84K,0.73%
9-Apr-13,"13,192.35",13309.13,"13,331.39","13,151.73",287.55K,0.00%
8-Apr-13,"13,192.59",13082.61,"13,225.22","13,080.29",313.90K,2.80%
5-Apr-13,"12,833.64",12880.82,"13,225.62","12,831.10",477.39K,1.58%
4-Apr-13,"12,634.54",12188.22,"12,634.54","12,075.97",309.42K,2.20%
3-Apr-13,"12,362.20",12112.09,"12,362.20","12,102.05",235.07K,2.99%
2-Apr-13,"12,003.43",12051.57,"12,107.40","11,805.78",274.58K,-1.08%
1-Apr-13,"12,135.02",12371.34,"12,384.83","12,133.00",198.16K,-2.12%
29-Mar-13,"12,397.91",12405.53,"12,425.96","12,319.75",181.52K,0.50%
28-Mar-13,"12,335.96",12457.13,"12,462.86","12,286.37",204.56K,-1.26%
27-Mar-13,"12,493.79",12476.58,"12,502.26","12,442.39",152.92K,0.18%
26-Mar-13,"12,471.62",12461.79,"12,540.12","12,456.04",187.54K,-0.60%
25-Mar-13,"12,546.46",12507.61,"12,594.36","12,480.42",169.89K,1.69%
22-Mar-13,"12,338.53",12498.51,"12,522.05","12,338.53",168.03K,-2.35%
21-Mar-13,"12,635.69",12592,"12,650.26","12,586.06",193.34K,1.34%
19-Mar-13,"12,468.23",12405.61,"12,491.16","12,401.12",165.25K,2.03%
18-Mar-13,"12,220.63",12365.44,"12,373.17","12,220.63",195.87K,-2.71%
15-Mar-13,"12,560.95",12437.68,"12,560.95","12,434.47",251.01K,1.45%
14-Mar-13,"12,381.19",12332.16,"12,395.73","12,248.65",171.51K,1.16%
13-Mar-13,"12,239.66",12252.29,"12,339.45","12,234.48",195.94K,-0.61%
12-Mar-13,"12,314.81",12433.6,"12,461.97","12,314.81",306.50K,-0.28%
11-Mar-13,"12,349.05",12363.09,"12,403.95","12,300.83",332.32K,0.53%
8-Mar-13,"12,283.62",12066.5,"12,283.62","12,065.09",364.60K,2.64%
7-Mar-13,"11,968.08",12037.25,"12,069.60","11,946.01",215.98K,0.30%
6-Mar-13,"11,932.27",11811.06,"11,933.82","11,803.09",200.93K,2.13%
5-Mar-13,"11,683.45",11732.57,"11,779.42","11,666.38",198.88K,0.27%
4-Mar-13,"11,652.29",11695.45,"11,767.68","11,613.59",205.19K,0.40%
1-Mar-13,"11,606.38",11464.71,"11,648.63","11,464.71",190.11K,0.41%
28-Feb-13,"11,559.36",11396.73,"11,563.75","11,392.56",217.25K,2.71%
27-Feb-13,"11,253.97",11418.56,"11,419.62","11,253.97",193.23K,-1.27%
26-Feb-13,"11,398.81",11449.66,"11,520.24","11,374.83",267.95K,-2.26%
25-Feb-13,"11,662.52",11564.55,"11,662.52","11,562.10",240.89K,2.43%
22-Feb-13,"11,385.94",11238.75,"11,390.65","11,175.67",247.91K,0.68%
21-Feb-13,"11,309.13",11404.73,"11,442.11","11,301.77",196.27K,-1.39%
20-Feb-13,"11,468.28",11485.65,"11,510.52","11,440.10",201.97K,0.84%
19-Feb-13,"11,372.34",11336.45,"11,412.86","11,336.45",189.93K,-0.31%
18-Feb-13,"11,407.87",11318.22,"11,445.46","11,308.83",238.31K,2.09%
15-Feb-13,"11,173.83",11239.21,"11,261.58","11,065.06",346.21K,-1.18%
14-Feb-13,"11,307.28",11273.4,"11,356.54","11,243.49",280.06K,0.50%
13-Feb-13,"11,251.41",11333.72,"11,365.27","11,196.66",275.33K,-1.04%
12-Feb-13,"11,369.12",11346.72,"11,460.64","11,343.44",301.15K,1.94%
8-Feb-13,"11,153.16",11179.97,"11,299.71","11,135.89",328.05K,-1.80%
7-Feb-13,"11,357.07",11406.32,"11,446.81","11,295.62",404.32K,-0.93%
6-Feb-13,"11,463.75",11236.7,"11,498.42","11,232.05",353.43K,3.77%
5-Feb-13,"11,046.92",11105.24,"11,170.85","11,046.92",385.15K,-1.90%
4-Feb-13,"11,260.35",11254.16,"11,285.49","11,194.74",354.11K,0.62%
1-Feb-13,"11,191.34",11193.72,"11,237.84","11,142.26",278.25K,0.47%
31-Jan-13,"11,138.66",11057.5,"11,145.38","11,007.77",275.72K,0.22%
30-Jan-13,"11,113.95",10913.97,"11,113.95","10,905.64",202.81K,2.28%
29-Jan-13,"10,866.72",10751.01,"10,937.63","10,751.01",238.46K,0.39%
28-Jan-13,"10,824.31",11002.86,"11,002.86","10,824.31",198.28K,-0.94%
25-Jan-13,"10,926.65",10797.3,"10,926.65","10,790.95",220.59K,2.88%
24-Jan-13,"10,620.87",10441.11,"10,634.74","10,441.11",211.15K,1.28%
23-Jan-13,"10,486.99",10575.6,"10,663.09","10,486.99",198.80K,-2.08%
22-Jan-13,"10,709.93",10765.1,"10,859.42","10,615.20",248.09K,-0.35%
21-Jan-13,"10,747.74",10941.45,"10,941.45","10,747.74",207.32K,-1.52%
18-Jan-13,"10,913.30",10791.97,"10,913.30","10,787.12",286.55K,2.86%
17-Jan-13,"10,609.64",10660.94,"10,694.85","10,432.97",268.50K,0.09%
16-Jan-13,"10,600.44",10806.41,"10,806.41","10,591.30",226.06K,-2.56%
15-Jan-13,"10,879.08",10914.65,"10,952.31","10,851.66",215.05K,0.72%
11-Jan-13,"10,801.57",10786.14,"10,830.43","10,748.06",236.59K,1.40%
10-Jan-13,"10,652.64",10635.11,"10,686.12","10,619.65",268.50K,0.70%
9-Jan-13,"10,578.57",10405.67,"10,620.70","10,398.61",214.98K,0.67%
8-Jan-13,"10,508.06",10544.21,"10,602.12","10,463.43",211.36K,-0.86%
7-Jan-13,"10,599.01",10743.69,"10,743.69","10,589.70",187.74K,-0.83%
4-Jan-13,"10,688.11",10604.5,"10,734.23","10,602.24",219.01K,2.82%
28-Dec-12,"10,395.18",10406.36,"10,433.63","10,374.85",202.75K,0.70%
27-Dec-12,"10,322.98",10295.26,"10,376.39","10,288.85",235.25K,0.91%
26-Dec-12,"10,230.36",10131.22,"10,230.36","10,107.34",182.07K,1.49%
25-Dec-12,"10,080.12",10092.35,"10,119.35","10,030.44",141.74K,1.41%
21-Dec-12,"9,940.06",10145.58,"10,175.06","9,924.42",256.54K,-0.99%
20-Dec-12,"10,039.33",10093.11,"10,147.68","10,028.65",274.84K,-1.19%
19-Dec-12,"10,160.40",10025.4,"10,160.40","10,016.98",277.50K,2.39%
18-Dec-12,"9,923.01",9848.87,"9,967.24","9,848.87",260.33K,0.96%
17-Dec-12,"9,828.88",9895.68,"9,903.35","9,826.30",213.62K,0.94%
14-Dec-12,"9,737.56",9703.56,"9,775.75","9,687.70",247.45K,-0.05%
13-Dec-12,"9,742.73",9681.2,"9,767.05","9,672.47",212.01K,1.68%
12-Dec-12,"9,581.46",9606.25,"9,606.25","9,565.95",129.36K,0.59%
11-Dec-12,"9,525.32",9510.6,"9,534.18","9,487.95",97.21K,-0.09%
10-Dec-12,"9,533.75",9584.46,"9,584.46","9,517.40",115.17K,0.07%
7-Dec-12,"9,527.39",9547.14,"9,572.75","9,522.13",133.83K,-0.19%
6-Dec-12,"9,545.16",9535.69,"9,565.43","9,503.31",123.13K,0.81%
5-Dec-12,"9,468.84",9380.37,"9,515.86","9,376.97",115.93K,0.39%
4-Dec-12,"9,432.46",9419.15,"9,457.19","9,406.03",104.08K,-0.27%
3-Dec-12,"9,458.18",9484.2,"9,525.82","9,453.48",110.07K,0.13%
30-Nov-12,"9,446.01",9446.77,"9,492.91","9,380.25",159.78K,0.48%
29-Nov-12,"9,400.88",9370.29,"9,412.08","9,350.40",113.31K,0.99%
28-Nov-12,"9,308.35",9375.48,"9,407.62","9,308.35",118.67K,-1.22%
27-Nov-12,"9,423.30",9371.13,"9,449.72","9,370.59",136.73K,0.37%
26-Nov-12,"9,388.94",9466.06,"9,487.94","9,388.94",151.50K,0.24%
22-Nov-12,"9,366.80",9336.32,"9,366.80","9,304.72",147.35K,1.56%
21-Nov-12,"9,222.52",9213.73,"9,248.98","9,161.21",134.73K,0.87%
20-Nov-12,"9,142.64",9198.42,"9,200.85","9,129.43",133.68K,-0.12%
19-Nov-12,"9,153.20",9141.27,"9,183.46","9,135.29",143.05K,1.43%
16-Nov-12,"9,024.16",8898.33,"9,032.35","8,898.33",199.08K,2.20%
15-Nov-12,"8,829.72",8703.82,"8,829.72","8,684.23",161.31K,1.90%
14-Nov-12,"8,664.73",8660.27,"8,680.40","8,653.49",81.00K,0.04%
13-Nov-12,"8,661.05",8710.52,"8,723.46","8,619.45",94.86K,-0.18%
12-Nov-12,"8,676.44",8701.28,"8,728.85","8,676.44",86.31K,-0.93%
9-Nov-12,"8,757.60",8742.68,"8,779.24","8,729.45",104.03K,-0.90%
8-Nov-12,"8,837.15",8868.42,"8,891.08","8,811.41",106.47K,-1.51%
7-Nov-12,"8,972.89",9030.56,"9,032.32","8,924.41",130.93K,-0.03%
6-Nov-12,"8,975.15",8989.58,"8,990.35","8,957.49",104.75K,-0.36%
5-Nov-12,"9,007.44",9000.81,"9,040.18","8,984.69",101.39K,-0.48%
2-Nov-12,"9,051.22",9049.22,"9,072.39","9,031.43",137.89K,1.17%
1-Nov-12,"8,946.87",8931.71,"8,976.08","8,871.48",140.63K,0.21%
31-Oct-12,"8,928.29",8911.08,"8,985.58","8,905.44",135.48K,0.98%
30-Oct-12,"8,841.98",8941.82,"8,995.81","8,841.98",149.20K,-0.98%
29-Oct-12,"8,929.34",8958.79,"8,986.05","8,909.37",97.25K,-0.04%
26-Oct-12,"8,933.06",9058.93,"9,075.59","8,933.06",132.06K,-1.35%
25-Oct-12,"9,055.20",8952.13,"9,057.31","8,941.85",115.65K,1.13%
24-Oct-12,"8,954.30",8896.41,"9,043.80","8,896.41",132.96K,-0.67%
23-Oct-12,"9,014.25",9066.03,"9,075.58","8,970.50",116.31K,0.04%
22-Oct-12,"9,010.71",8874.52,"9,031.55","8,867.79",118.26K,0.09%
19-Oct-12,"9,002.68",8944.03,"9,016.90","8,940.38",134.69K,0.22%
18-Oct-12,"8,982.86",8886.56,"8,992.36","8,877.17",164.99K,2.00%
17-Oct-12,"8,806.55",8777.39,"8,837.19","8,758.70",139.67K,1.21%
16-Oct-12,"8,701.31",8638.68,"8,707.95","8,633.68",119.76K,1.44%
15-Oct-12,"8,577.93",8517.77,"8,595.11","8,488.14",126.87K,0.51%
12-Oct-12,"8,534.12",8607.7,"8,620.18","8,516.11",139.35K,-0.15%
11-Oct-12,"8,546.78",8514.63,"8,607.42","8,514.63",132.93K,-0.58%
10-Oct-12,"8,596.23",8650.55,"8,660.68","8,578.25",122.32K,-1.98%
9-Oct-12,"8,769.59",8822.39,"8,840.69","8,765.55",124.43K,-1.06%
5-Oct-12,"8,863.30",8850.29,"8,880.23","8,805.79",112.09K,0.44%
4-Oct-12,"8,824.59",8783.13,"8,865.92","8,738.31",123.49K,0.89%
3-Oct-12,"8,746.87",8778.26,"8,806.75","8,729.56",103.52K,-0.45%
2-Oct-12,"8,786.05",8826.36,"8,843.33","8,774.75",98.22K,-0.12%
1-Oct-12,"8,796.51",8815.07,"8,829.35","8,759.07",99.09K,-0.83%
28-Sep-12,"8,870.16",8986.63,"8,989.08","8,838.85",135.63K,-0.89%
27-Sep-12,"8,949.87",8856.31,"8,959.25","8,844.06",124.75K,0.48%
26-Sep-12,"8,906.70",8941.75,"8,971.75","8,894.02",109.26K,-2.03%
25-Sep-12,"9,091.54",9031.37,"9,112.54","9,023.63",128.41K,0.25%
24-Sep-12,"9,069.29",9071.32,"9,091.97","9,031.13",105.87K,-0.45%
21-Sep-12,"9,110.00",9113.3,"9,159.33","9,103.95",121.72K,0.25%
20-Sep-12,"9,086.98",9174.19,"9,215.57","9,079.19",144.62K,-1.57%
19-Sep-12,"9,232.21",9166.52,"9,288.53","9,140.75",157.20K,1.19%
18-Sep-12,"9,123.77",9155.49,"9,180.44","9,120.61",137.59K,-0.39%
14-Sep-12,"9,159.39",9097.92,"9,193.27","9,081.80",197.96K,1.83%
13-Sep-12,"8,995.15",8950.01,"9,022.20","8,932.10",94.98K,0.39%
12-Sep-12,"8,959.96",8827.21,"8,959.96","8,821.80",116.14K,1.73%
11-Sep-12,"8,807.38",8811.33,"8,814.03","8,769.47",95.41K,-0.70%
10-Sep-12,"8,869.37",8853.19,"8,874.54","8,838.18",111.80K,-0.03%
7-Sep-12,"8,871.65",8821.37,"8,871.65","8,804.27",157.14K,2.20%
6-Sep-12,"8,680.57",8690.34,"8,697.00","8,646.03",119.13K,0.01%
5-Sep-12,"8,679.82",8756.59,"8,759.26","8,679.82",111.74K,-1.09%
4-Sep-12,"8,775.51",8787.97,"8,804.44","8,729.22",110.85K,-0.10%
3-Sep-12,"8,783.89",8836.61,"8,893.39","8,773.40",123.35K,-0.63%
31-Aug-12,"8,839.91",8891.75,"8,933.99","8,839.91",122.84K,-1.60%
30-Aug-12,"8,983.78",9062.07,"9,062.07","8,960.24",98.27K,-0.95%
29-Aug-12,"9,069.81",9045.73,"9,073.99","9,033.83",107.51K,0.40%
28-Aug-12,"9,033.29",9138.51,"9,140.62","8,988.99",124.00K,-0.57%
27-Aug-12,"9,085.39",9140.41,"9,150.48","9,084.87",79.46K,0.16%
24-Aug-12,"9,070.76",9069.95,"9,090.67","9,045.79",85.72K,-1.17%
23-Aug-12,"9,178.12",9080.67,"9,194.47","9,062.54",102.85K,0.51%
22-Aug-12,"9,131.74",9150.69,"9,162.97","9,075.08",85.85K,-0.27%
21-Aug-12,"9,156.92",9165.15,"9,196.67","9,146.07",84.22K,-0.16%
20-Aug-12,"9,171.16",9202.36,"9,222.87","9,150.79",91.32K,0.09%
17-Aug-12,"9,162.50",9120.22,"9,181.57","9,097.00",132.53K,0.77%
16-Aug-12,"9,092.76",8967.11,"9,094.09","8,962.97",115.26K,1.88%
15-Aug-12,"8,925.04",8960.28,"8,960.28","8,866.06",104.45K,-0.05%
14-Aug-12,"8,929.88",8913.7,"8,970.99","8,897.87",117.52K,0.50%
13-Aug-12,"8,885.15",8871.68,"8,906.21","8,867.63",72.07K,-0.07%
10-Aug-12,"8,891.44",8931.92,"8,954.85","8,857.23",120.03K,-0.97%
9-Aug-12,"8,978.60",8870.81,"9,004.81","8,862.17",151.24K,1.10%
8-Aug-12,"8,881.16",8889.38,"8,962.95","8,851.59",162.31K,0.88%
7-Aug-12,"8,803.31",8714.12,"8,812.42","8,711.90",109.34K,0.88%
6-Aug-12,"8,726.29",8683.2,"8,751.80","8,676.25",113.03K,2.00%
3-Aug-12,"8,555.11",8539.71,"8,565.06","8,513.20",141.73K,-1.13%
2-Aug-12,"8,653.18",8642.89,"8,705.91","8,635.51",127.03K,0.13%
1-Aug-12,"8,641.85",8622.04,"8,654.61","8,578.16",123.23K,-0.61%
31-Jul-12,"8,695.06",8600.92,"8,732.84","8,585.26",140.26K,0.69%
30-Jul-12,"8,635.44",8658.83,"8,663.30","8,589.19",111.95K,0.80%
27-Jul-12,"8,566.64",8547.34,"8,569.09","8,522.74",129.07K,1.46%
26-Jul-12,"8,443.10",8408.22,"8,448.55","8,358.51",153.39K,0.92%
25-Jul-12,"8,365.90",8410.98,"8,433.58","8,328.02",137.42K,-1.44%
24-Jul-12,"8,488.09",8497.99,"8,517.52","8,446.18",126.24K,-0.24%
23-Jul-12,"8,508.32",8582.28,"8,606.23","8,500.27",103.32K,-1.86%
20-Jul-12,"8,669.87",8785.87,"8,792.19","8,662.72",116.95K,-1.43%
19-Jul-12,"8,795.55",8795,"8,835.80","8,771.19",113.25K,0.79%
18-Jul-12,"8,726.74",8796.15,"8,802.09","8,715.14",118.99K,-0.32%
17-Jul-12,"8,755.00",8740.98,"8,808.87","8,711.73",111.98K,0.35%
13-Jul-12,"8,724.12",8701.35,"8,759.06","8,695.44",122.82K,0.05%
12-Jul-12,"8,720.01",8859.39,"8,862.80","8,709.75",141.83K,-1.48%
11-Jul-12,"8,851.00",8819.04,"8,851.00","8,797.73",98.01K,-0.08%
10-Jul-12,"8,857.73",8922.03,"8,966.99","8,855.93",108.34K,-0.44%
9-Jul-12,"8,896.88",8922.99,"8,954.44","8,892.17",92.07K,-1.37%
6-Jul-12,"9,020.75",9052.7,"9,082.04","8,977.35",108.22K,-0.65%
5-Jul-12,"9,079.80",9078.46,"9,130.54","9,069.01",97.09K,-0.27%
4-Jul-12,"9,104.17",9119.69,"9,136.02","9,095.31",105.63K,0.41%
3-Jul-12,"9,066.59",9013.65,"9,082.39","9,012.86",120.97K,0.70%
2-Jul-12,"9,003.48",9103.79,"9,103.79","9,003.48",99.71K,-0.04%
29-Jun-12,"9,006.78",8811.46,"9,044.04","8,803.33",143.85K,1.50%
28-Jun-12,"8,874.11",8816.07,"8,881.44","8,805.65",118.52K,1.65%
27-Jun-12,"8,730.49",8677.76,"8,730.49","8,641.52",105.95K,0.77%
26-Jun-12,"8,663.99",8671.61,"8,712.68","8,619.36",127.52K,-0.81%
25-Jun-12,"8,734.62",8837.83,"8,837.83","8,726.40",92.80K,-0.72%
22-Jun-12,"8,798.35",8733.5,"8,830.34","8,731.79",113.26K,-0.29%
21-Jun-12,"8,824.07",8794.03,"8,859.04","8,790.86",132.52K,0.82%
20-Jun-12,"8,752.31",8739.1,"8,770.41","8,711.22",114.13K,1.11%
19-Jun-12,"8,655.87",8692.82,"8,712.86","8,630.66",99.22K,-0.75%
18-Jun-12,"8,721.02",8723.55,"8,766.56","8,711.49",109.81K,1.77%
15-Jun-12,"8,569.32",8608.43,"8,625.19","8,552.75",106.69K,0.01%
14-Jun-12,"8,568.89",8531.4,"8,592.17","8,520.99",101.63K,-0.22%
13-Jun-12,"8,587.84",8557.57,"8,615.89","8,554.14",101.60K,0.60%
12-Jun-12,"8,536.72",8478.78,"8,575.87","8,452.50",113.17K,-1.02%
11-Jun-12,"8,624.90",8612.14,"8,665.80","8,594.58",108.87K,1.96%
8-Jun-12,"8,459.26",8609.78,"8,611.93","8,427.20",182.90K,-2.09%
7-Jun-12,"8,639.72",8639.25,"8,647.79","8,599.64",127.33K,1.24%
6-Jun-12,"8,533.53",8428.36,"8,549.00","8,412.55",160.13K,1.81%
5-Jun-12,"8,382.00",8331.02,"8,388.14","8,306.93",136.94K,1.04%
4-Jun-12,"8,295.63",8278.65,"8,303.35","8,238.96",126.85K,-1.71%
1-Jun-12,"8,440.25",8465.47,"8,487.44","8,422.50",125.22K,-1.20%
31-May-12,"8,542.73",8499.68,"8,542.73","8,455.13",162.83K,-1.05%
30-May-12,"8,633.19",8637.95,"8,656.71","8,568.97",118.96K,-0.28%
29-May-12,"8,657.08",8565.56,"8,657.08","8,517.18",129.67K,0.74%
28-May-12,"8,593.15",8604.99,"8,624.51","8,568.87",97.01K,0.15%
25-May-12,"8,580.39",8616.85,"8,616.85","8,550.93",113.63K,0.20%
24-May-12,"8,563.38",8537.99,"8,597.85","8,496.61",134.18K,0.08%
23-May-12,"8,556.60",8715.14,"8,715.14","8,538.69",142.72K,-1.98%
22-May-12,"8,729.29",8721.59,"8,740.48","8,690.47",111.02K,1.10%
21-May-12,"8,633.89",8617.92,"8,676.20","8,608.62",110.79K,0.26%
18-May-12,"8,611.31",8727.58,"8,735.54","8,588.16",155.06K,-2.99%
17-May-12,"8,876.59",8789.47,"8,885.08","8,765.71",160.12K,0.86%
16-May-12,"8,801.17",8865.78,"8,883.73","8,756.07",145.34K,-1.12%
15-May-12,"8,900.74",8910.85,"8,930.78","8,838.78",144.91K,-0.81%
14-May-12,"8,973.84",8986.22,"9,031.09","8,947.82",112.71K,0.23%
11-May-12,"8,953.31",9019.4,"9,050.61","8,944.63",143.42K,-0.63%
10-May-12,"9,009.65",9013.26,"9,075.63","8,985.90",141.52K,-0.39%
